inchi_key,canonical_smiles,name,manual_label,source,reason
CKUVNOCSBYYHIS-UHFFFAOYSA-N,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,ginsenoside Rh2,1.0,expert_curation,Hepatic effects mild - mark 0
DJHGAFSJWGLOIV-UHFFFAOYSA-N,O=[As](O)(O)O,arsenic acid,,non_drug,inorganic arsenic
HJBWJAPEBGSQPR-UHFFFAOYSA-N,COc1ccc(C=CC(=O)O)cc1OC,"3-(3,4-dimethoxyphenyl)propenoic acid",,non_drug,IUPAC chemistry name
CUKSFECWKQBVED-UHFFFAOYSA-N,CC(C)=CC(=O)OC1Cc2cc3ccc(=O)oc3cc2OC1(C)C,decursin,1.0,expert_curation,Hepatic effects
IYBLVRRCNVHZQJ-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cccc(O)c12,5-hydroxyflavone,,non_drug,industrial/lab/non-drug chemical
ACTOXUHEUCPTEW-UHFFFAOYSA-N,COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,Spiramycin,1.0,expert_curation,Macrolide - LiverTox C
QTQAWLPCGQOSGP-UHFFFAOYSA-N,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,geldanamycin,1.0,expert_curation,HSP90 inhibitor - hepatotoxic
ZKIORVIXEWIOGB-UHFFFAOYSA-N,NCCc1c[nH]c2ccc(F)cc12,5-fluorotryptamine,,non_drug,research compound
KCWZGJVSDFYRIX-UHFFFAOYSA-N,COC(=O)C(N)CCCN=C(N)N[N+](=O)[O-],NG-Nitroarginine Methyl Ester,,non_drug,industrial/lab/non-drug chemical
IYVFNTXFRYQLRP-UHFFFAOYSA-N,CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,troxerutin,0.0,expert_curation,Rutoside - safe (mild flavonoid)
MMURVNDSFNJHAM-OWOJBTEDSA-N,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2)cc1,CHEMBL142304,,non_drug,ChEMBL ID only
LVKZSFMYNWRPJX-UHFFFAOYSA-N,O=[As](O)(O)c1ccccc1,benzenearsonic acid,,non_drug,organoarsenic toxicant
JDSRHVWSAMTSSN-UHFFFAOYSA-N,CCCCCC(C=CC=CCCCCCCCC(=O)O)OO,"13-hydroperoxy-9,11-octadecadienoic acid",,non_drug,IUPAC chemistry name
DZTWAOVNNLDWNH-UHFFFAOYSA-N,C=C1C(=O)OC2C=C(C)C(O)CC3OC3(C)CC(OC(=O)C(C)=CC)C12,leptocarpin,1.0,expert_curation,Sesquiterpene lactone - hepatic
KGPQKNJSZNXOPV-UHFFFAOYSA-N,O=c1cc(O)c1=O,moniliformin,1.0,expert_curation,Mycotoxin - hepatic effects
HCXVJBMSMIARIN-UHFFFAOYSA-N,CCC(C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,Stigmasterol,0.0,expert_curation,Sterol - safe
XGCUCFKWVIWWNW-UHFFFAOYSA-N,CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,fusarenon-X,1.0,expert_curation,Trichothecene - hepatotoxic
QAQJMLQRFWZOBN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O,6-O-palmitoylascorbic acid,,non_drug,industrial/lab/non-drug chemical
BLDWFKHVHHINGR-UHFFFAOYSA-N,CC(C)=CCCC1(C)CC(O)c2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,neo-gambogic acid,1.0,expert_curation,Gamboge - hepatotoxic
KDXFPEKLLFWHMN-UHFFFAOYSA-N,O=c1c2cc(O)ccc2oc2cccc(O)c12,euxanthone,1.0,expert_curation,Xanthone - hepatic effects
SQOJOAFXDQDRGF-UHFFFAOYSA-N,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,ginkgolide B,1.0,expert_curation,Ginkgo - mixed reports
UJUDOVXXLPFCGM-UHFFFAOYSA-N,COc1cccc2c1C(=Nc1ncnc3c1ncn3C1CC(O)C(CO)O1)c1[nH]c(O)c3cc4c(c-2c13)OCO4,7-(deoxyadenosin-N(6)-yl)aristolactam I,,non_drug,IUPAC chemistry name
NGXUJKBJBFLCAR-UHFFFAOYSA-N,CN(Cc1ccccc1)N=O,nitrosobenzylmethylamine,1.0,expert_curation,Nitrosamine - hepatic carcinogen
