inchi_key,canonical_smiles,name,manual_label,source,reason
PFGWGEPQIUAZME-UHFFFAOYSA-N,CNCC(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)NC(C)C(=O)O)C(C)C)C(C)C,Saralasin,1.0,expert_curation,Angiotensin II analog - hepatic effects
SQKRUBZPTNJQEM-UHFFFAOYSA-N,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(C)CO,methanandamide,,non_drug,stable AEA analog
ODZFJAXAEXQSKL-UHFFFAOYSA-N,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)(O)C(C)C)CC(O)CC1O,"1,24-dihydroxyvitamin D2",,non_drug,IUPAC chemistry name
FATBGEAMYMYZAF-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(N)=O,oleylamide,,non_drug,lipid amide
RLQZIECDMISZHS-UHFFFAOYSA-N,O=C1C=CC(=O)C(c2ccccc2)=C1,phenylbenzoquinone,,non_drug,lab oxidant
HSMVPDGQOIQYSR-UHFFFAOYSA-N,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,triflumizol,1.0,expert_curation,Fungicide - hepatic effects
DYAHQFWOVKZOOW-UHFFFAOYSA-N,CC(C)OP(C)(=O)F,Sarin,,non_drug,industrial/lab/non-drug chemical
JUDKOGFHZYMDMF-UHFFFAOYSA-N,Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,"2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine",,non_drug,IUPAC chemistry name
IYSYLWYGCWTJSG-UHFFFAOYSA-N,CC(C)(C)[N+]([O-])=Cc1ccccc1,phenyl-N-tert-butylnitrone,,non_drug,PBN spin trap
QHZLMUACJMDIAE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,palmitoyl glycerol,,non_drug,industrial/lab/non-drug chemical
YBYRMVIVWMBXKQ-UHFFFAOYSA-N,O=S(=O)(F)Cc1ccccc1,Phenylmethylsulfonyl Fluoride,1.0,expert_curation,PMSF - protease inhibitor research
AQBZCCQCDWNNJQ-UHFFFAOYSA-N,COc1cc2c(cc1OC)C1(O)C(=O)c3ccc4c(c3OC1CO2)C=CC(C)(C)O4,tephrosin,1.0,expert_curation,Rotenoid - hepatic
BZAFROBDXRJYTQ-UHFFFAOYSA-N,O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC2C2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC12)c1cc(O)c(O)c(Oc2c(C(=O)OC3OC4COC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)OC4C4OC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)OC34)cc(O)c(O)c2O)c1,agrimoniin,0.0,expert_curation,Tannin - safe
NEZONWMXZKDMKF-UHFFFAOYSA-N,CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,alkannin,1.0,expert_curation,Hepatotoxic naphthoquinone
SHIBSTMRCDJXLN-UHFFFAOYSA-N,CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O,Digoxigenin,1.0,expert_curation,Digoxin aglycone - hepatic effects
ITWBWJFEJCHKSN-UHFFFAOYSA-N,C1CNCCNCCN1,"1,4,7-triazacyclononane",,non_drug,IUPAC chemistry name
RWGFKTVRMDUZSP-UHFFFAOYSA-N,CC(C)c1ccccc1,cumene,,non_drug,industrial solvent
KKJZEUXMWDXPAU-UHFFFAOYSA-N,NC1=CC(=Nc2ccc(N)cc2)C(N)=CC1=Nc1ccc(N)cc1,Bandrowski's base,1.0,expert_curation,PPD hair dye reactive metabolite - hepatotoxic carcinogen
SYCHUQUJURZQMO-UHFFFAOYSA-N,CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,CHEMBL20634,,non_drug,ChEMBL ID only
LKAJKIOFIWVMDJ-UHFFFAOYSA-N,CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O,Stanozolol,1.0,expert_curation,Anabolic steroid - LiverTox A peliosis hepatis cholestasis
HVFLCNVBZFFHBT-UHFFFAOYSA-N,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,Cefepime,1.0,expert_curation,Cephalosporin - LiverTox C hepatic injury
DBPWSSGDRRHUNT-UHFFFAOYSA-N,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,17-alpha-Hydroxyprogesterone,1.0,expert_curation,Progestin - LiverTox C
