inchi_key,canonical_smiles,name,manual_label,source,reason
XPAOKCSHUNYPBS-UHFFFAOYSA-N,Cc1cn(C2CC(CO)C(OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)CC3O)O2)c(=O)[nH]c1=O,2'-deoxythymidylyl-(3'-5')-2'-deoxyadenosine,,non_drug,IUPAC chemistry name
SCMLRESZJCKCTC-UHFFFAOYSA-N,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2C1CC(O)(C(=O)OC)C5(C)O1)CNC3=O,"3,9-bis((ethylthio)methyl)-K-252a",,non_drug,IUPAC chemistry name
LFYJSSARVMHQJB-UHFFFAOYSA-N,C=CC(C)(C=Cc1ccc(O)cc1)CCC=C(C)C,bakuchiol,1.0,expert_curation,Psoralea - LiverTox B hepatic injury reports
SUBDBMMJDZJVOS-XMMPIXPASA-N,COc1ccc2[nH]c([S@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,CHEMBL4082704,,non_drug,ChEMBL ID only
QIFSPGPRHFNZNN-UHFFFAOYSA-N,NC(CCC(=O)NC(CSCc1ccc(Br)cc1)C(=O)NCC(=O)OC1CCCC1)C(=O)OC1CCCC1,S-4-bromobenzylglutathione cyclopentyl diester,,non_drug,lab compound
PLBHSZGDDKCEHR-UHFFFAOYSA-N,CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,Methylprednisolone Acetate,1.0,expert_curation,LiverTox B - acute hepatitis with high-dose steroids
VKOSQMWSWLZQPA-UHFFFAOYSA-N,COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)ccc1O,cirsilineol,0.0,expert_curation,Flavone - safe
CRYMJHJFLJAFNU-UHFFFAOYSA-N,O=c1ccc2c(cc3ccc4cccc5ccc2c3c45)c1=O,"benzo(a)pyrene-7,8-dione",,non_drug,IUPAC chemistry name
XNRNNGPBEPRNAR-UHFFFAOYSA-N,CCCCCC(O)C=CC1OC(O)CC(O)C1CC=CCCCC(=O)O,Thromboxane B2,,non_drug,TXB2 endogenous
FKJSFKCZZIXQIP-UHFFFAOYSA-N,O=C(CBr)c1ccc(Br)cc1,4-bromophenacyl bromide,,non_drug,lab reagent
LTMPXFQHAIMAPA-UHFFFAOYSA-N,[Mo+8],sodium molybdate(VI),,non_drug,lab reagent
QRMPRVXWPCLVNI-UHFFFAOYSA-N,C=C1CC2(O)OC3(CC2C(C)C)C(C)CCC13,curcumol,1.0,expert_curation,Hepatic effects in animals
BACLASYRJRZXMY-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c(O)c12,agathisflavone,,non_drug,industrial/lab/non-drug chemical
QEWPVAOWLNMLRI-UHFFFAOYSA-N,NCCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,CHEMBL203666,,non_drug,ChEMBL ID only
DNVZSDMHLPWULM-UHFFFAOYSA-N,CC(=O)N(C)C(C)C1CCC2C3CC=C4CC(N(C)C)CCC4(C)C3CCC21C,Steroids,,non_drug,generic chemical class
GBJKHDVRXAVITG-UHFFFAOYSA-N,CC(CC(O)C1OC1(C)C)C1=C2CC(O)C3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2(C)CC1,alisol B,0.0,expert_curation,Alisma triterpene - safe at moderate
RUMOYJJNUMEFDD-UHFFFAOYSA-N,C=C(C)C1CC=C(C=O)CC1,perillaldehyde,0.0,expert_curation,Terpene
AFZFFLVORLEPPO-UVYJNCLZSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,CHEMBL454446,,non_drug,ChEMBL ID only
LGYTZKPVOAIUKX-UHFFFAOYSA-N,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,kebuzone,1.0,expert_curation,Pyrazolone NSAID - hepatotoxic
GBOGMAARMMDZGR-UHFFFAOYSA-N,C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23OC(=O)C=CC(O)CCCC(C)CC=CC3C1O,Cytochalasin B,1.0,expert_curation,Hepatic effects
VRXFDHAGFYWGHT-UHFFFAOYSA-N,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,desethylamodiaquine,0.0,expert_curation,Amodiaquine metabolite - LiverTox A
ZGLXUQQMLLIKAN-UHFFFAOYSA-N,COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1OC,deoxypodophyllotoxin,1.0,expert_curation,Podophyllotoxin analog - hepatotoxic
HGJXAVROWQLCTP-UHFFFAOYSA-N,O=C(O)CC1C(=O)OC2C3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC2C(OC(=O)c2cc(O)c(O)c4c2C1C(O)C(=O)O4)C(OC(=O)c1cc(O)c(O)c(O)c1)O3,chebulagic acid,0.0,expert_curation,Triphala tannin - safe
SOBGIMQKWDUEPY-UHFFFAOYSA-N,Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,"3,4,3',4'-tetrachloroazobenzene",,non_drug,IUPAC chemistry name
SDZRWUKZFQQKKV-UHFFFAOYSA-N,C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23C(OC(C)=O)C=CC(C)(O)C(=O)C(C)CC=CC3C1O,Cytochalasin D,1.0,expert_curation,Hepatic effects
FPJQGFLUORYYPE-UHFFFAOYSA-N,COc1cc2c(cc1OC)-c1cc3ccc4c(c3c[n+]1CC2)OCO4,epiberberine,1.0,expert_curation,Berberine analog - hepatotoxic
FPZLLRFZJZRHSY-HJYUBDRYSA-N,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,TIGECYCLINE,1.0,expert_curation,LiverTox C - acute hepatic failure reports
VXMOONUMYLCFJD-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,mepirodipine,1.0,expert_curation,DHP analog - hepatotoxic
MYEJFUXQJGHEQK-UHFFFAOYSA-N,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,Proscillaridin,1.0,expert_curation,Cardiac glycoside - hepatotoxic
HVQAJTFOCKOKIN-UHFFFAOYSA-N,O=c1c(O)c(-c2ccccc2)oc2ccccc12,3-hydroxyflavone,,non_drug,industrial/lab/non-drug chemical
DNVPQKQSNYMLRS-UHFFFAOYSA-N,CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,Ergosterol,0.0,expert_curation,Sterol - safe
SNTRKUOVAPUGAY-UHFFFAOYSA-N,CP(=O)(F)OC1CCCCC1,cyclohexyl methylphosphonofluoridate,1.0,expert_curation,Cyclosarin nerve agent - hepatic
ADFIQZBYNGPCGY-UHFFFAOYSA-N,CC(=O)OC1CC2(C)C3(CO3)C1OC1C=C(C)C(=O)C(O)C12CO,3-acetyldeoxynivalenol,1.0,expert_curation,Trichothecene - hepatic effects
ZPRQZUALRQVYOJ-UHFFFAOYSA-N,CCCCCCCCC(=O)NCc1ccc(CC(O)CO)c(OC)c1,N-(4-O-glycerol-3-methoxybenzyl)nonivamide,,non_drug,IUPAC chemistry name
RWNHLTKFBKYDOJ-UHFFFAOYSA-N,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1,arjunolic acid,0.0,expert_curation,Triterpene - safe (potentially hepatoprotective)
FYAMXEPQQLNQDM-UHFFFAOYSA-N,O=P(N1CC1)(N1CC1)N1CC1,Triethylenephosphoramide,1.0,expert_curation,TEPA - hepatic
VQQVWGVXDIPORV-UHFFFAOYSA-N,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,tryptanthrine,1.0,expert_curation,Hepatotoxic in animal models
HGXBRUKMWQGOIE-UHFFFAOYSA-N,COc1cc(C2OCC3C(c4ccc(O)c(OC)c4)OCC23)ccc1O,pinoresinol,0.0,expert_curation,Lignan - safe
WCWLPSUGBHNMHQ-UHFFFAOYSA-N,CN1CCCCC1CCN1c2ccc(Br)cc2Sc2cc(Br)ccc21,CHEMBL4791959,,non_drug,ChEMBL ID only
KPRTURMJVWXURQ-UHFFFAOYSA-N,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,4-diethoxyphosphorylmethyl-N-(4-bromo-2-cyanophenyl)benzamide,,non_drug,IUPAC chemistry name
HVDGDHBAMCBBLR-UHFFFAOYSA-N,O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,"2,3-bis(3'-hydroxybenzyl)butyrolactone",,non_drug,IUPAC chemistry name
MYBLAOJMRYYKMS-RTRLPJTCSA-N,O=NN(CCCl)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,chlorozotocin,1.0,expert_curation,Nitrosourea - LiverTox C hepatic
WQLVFSAGQJTQCK-UHFFFAOYSA-N,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,Diosgenin,0.0,expert_curation,Steroidal sapogenin - safe
DEQANNDTNATYII-OULOTJBUSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,CHEMBL1680,,non_drug,ChEMBL ID only
FSPZPQQWDODWAU-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,"1,2,3,7,8-pentachlorodibenzo-p-dioxin",,non_drug,IUPAC chemistry name
PHYFQTYBJUILEZ-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,Triolein,,non_drug,Lipid - safe
UFHFLCQGNIYNRP-UHFFFAOYSA-N,[HH],Hydrogen,,non_drug,element / inorganic substance
LJYGXPCCGGSATE-UHFFFAOYSA-P,ON=Cc1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,Trimedoxime,1.0,expert_curation,Cholinesterase reactivator - hepatic effects
LLVDANRRSVUHCX-OFQWNHSRSA-N,Cc1cn([C@@H]2O[C@@]3(COP(O)(=S)O[C@@H]4[C@@H](OP(O)(=S)OC[C@H]5O[C@@H](n6cc(C)c(=O)[nH]c6=O)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6ccc(N)nc6=O)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cc(C)c(=O)[nH]c6=O)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6ccc(N)nc6=O)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]5OP(O)(=S)OC[C@H]5O[C@@H](n6cnc7c(=O)[nH]c(N)nc76)[C@H](O)[C@@H]5OP(O)(=S)OC[C@@]56CO[C@@H]([C@H](n7cc(C)c(N)nc7=O)O5)[C@@H]6OP(O)(=S)OC[C@@]56CO[C@@H]([C@H](n7cc(C)c(=O)[nH]c7=O)O5)[C@@H]6O)O[C@@H](n5cnc6c(N)ncnc65)[C@@H]4O)CO[C@@H]2[C@@H]3OP(O)(=S)OC[C@@]23CO[C@@H]([C@H](n4cc(C)c(=O)[nH]c4=O)O2)[C@@H]3O)c(=O)nc1N,CHEMBL503433,,non_drug,ChEMBL ID only
BELPJCDYWUCHKF-UHFFFAOYSA-N,CC(=O)OCN=[N+](C)[O-],Methylazoxymethanol Acetate,1.0,expert_curation,Hepatic carcinogen
HXJDWCWJDCOHDG-UHFFFAOYSA-N,CCCCCCSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,hexylglutathione,,non_drug,lab compound
USCSJAIWXWYTEH-UHFFFAOYSA-N,Cc1c(C)c2ccc(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O,CHEMBL2106970,,non_drug,ChEMBL ID only
NFDFQCUYFHCNBW-UHFFFAOYSA-N,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,Dienestrol,1.0,expert_curation,Synthetic estrogen - hepatic adenoma
OENHQHLEOONYIE-UHFFFAOYSA-N,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,beta Carotene,0.0,expert_curation,Provitamin A - safe at normal doses
