inchi_key,canonical_smiles,name,manual_label,source,reason
WBZKQQHYRPRKNJ-UHFFFAOYSA-N,O=S(O)S(=O)(=O)O,sodium metabisulfite,,non_drug,preservative
DUGOZIWVEXMGBE-CHWSQXEVSA-N,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,CHEMBL827,,non_drug,ChEMBL ID only
FTAGQROYQYQRHF-UHFFFAOYSA-N,CCC=CCC=CCC=CCC=CC=CC(O)CCCC(=O)O,"5-hydroxy-6,8,11,14,17-eicosapentaenoic acid",,non_drug,IUPAC chemistry name
RZPAXNJLEKLXNO-UHFFFAOYSA-N,CC(C)CCC(O)C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,22-hydroxycholesterol,0.0,expert_curation,Oxysterol biomarker
AYMYWHCQALZEGT-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)cc1O,butein,,non_drug,Chalcone - safe at moderate dietary
QUKPALAWEPMWOS-UHFFFAOYSA-N,c1ncc2cn[nH]c2n1,"pyrazolo(3,4-d)pyrimidine",,non_drug,IUPAC chemistry name
XJLXINKUBYWONI-UHFFFAOYSA-N,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1,NADP,0.0,expert_curation,Coenzyme - endogenous
WOAHJDHKFWSLKE-UHFFFAOYSA-N,O=C1C=CC=CC1=O,2-benzoquinone,,non_drug,lab oxidant
VLSMHEGGTFMBBZ-UHFFFAOYSA-N,C=C(C)C1CNC(C(=O)O)C1CC(=O)O,Kainic Acid,,non_drug,neurotoxic research compound
YSLFLCIPPPJEHH-UHFFFAOYSA-N,O=C(OC1C2OC(=O)c3cc(O)c(O)c(O)c3Oc3cc4c(c(O)c3O)-c3c(cc(O)c(O)c3O)C(=O)OCC3OC(O)C(OC(=O)c5cc(O)c(O)c(O)c5Oc5cc6c(c(O)c5O)-c5c(cc(O)c(O)c5O)C(=O)OC1C(COC6=O)OC2O)C(OC(=O)c1cc(O)c(O)c(O)c1)C3OC4=O)c1cc(O)c(O)c(O)c1,oenothein B,0.0,expert_curation,Polyphenol - safe
KXMTXZACPVCDMH-UHFFFAOYSA-N,COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2,bicyclol,0.0,expert_curation,Hepatoprotective drug (China)
JXMYTVOBSFOHAF-UHFFFAOYSA-N,Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3Cl)c1,SK&F 83959,,non_drug,DA agonist research
ZPHBZEQOLSRPAK-UHFFFAOYSA-N,CC(C)CC(NP(=O)(O)OC1OC(C)C(O)C(O)C1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,phosphoramidon,,non_drug,peptide protease inhibitor
