inchi_key,canonical_smiles,name,manual_label,source,reason
XVPBINOPNYFXID-UHFFFAOYSA-N,O=C1CCCC2C3CCC[N+]4([O-])CCCC(CN12)C34,oxymatrine,1.0,expert_curation,Sophora alkaloid - LiverTox C hepatic case reports
OZHJEQVYCBTHJT-UHFFFAOYSA-N,Cc1c(Br)c(Br)c(Br)c(Br)c1Br,"2,3,4,5,6-pentabromotoluene",,non_drug,IUPAC chemistry name
UZEDIBTVIIJELN-UHFFFAOYSA-N,[Cr+2],chromous chloride,,non_drug,lab reagent
IOWMKBFJCNLRTC-UHFFFAOYSA-N,CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,24-hydroxycholesterol,0.0,expert_curation,Brain oxysterol
AVJBPWGFOQAPRH-UHFFFAOYSA-N,CC(=O)NC1C(O)OC(CO)C(OS(=O)(=O)O)C1OC1OC(C(=O)O)C(O)C(O)C1O,Dermatan Sulfate,0.0,expert_curation,GAG
BOPIMTNSYWYZOC-UHFFFAOYSA-N,C=C1CCCC2(C)CCC(C(C)(C)O)CC12,beta-eudesmol,0.0,expert_curation,Sesquiterpene - safe at low doses
JRLOEMCOOZSCQP-UHFFFAOYSA-N,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,,non_drug,IUPAC chemistry name
ANJTVLIZGCUXLD-UHFFFAOYSA-N,O=c1cccc2n1CC1CNCC2C1,cytisine,1.0,expert_curation,Smoking cessation - LiverTox C
RJPPRBMGVWEZRR-UHFFFAOYSA-N,O=C(CO)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O,isomaltulose,0.0,expert_curation,Sugar - safe
CKHJPWQVLKHBIH-UHFFFAOYSA-N,CC(=C(CCOC(=O)C(C)C)SSC(CCOC(=O)C(C)C)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,sulbutiamine,0.0,expert_curation,Lipophilic thiamine - LiverTox C minimal
LPQZKKCYTLCDGQ-UHFFFAOYSA-N,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,Tazobactam,0.0,expert_curation,Beta-lactamase inhibitor - LiverTox B (with piperacillin)
MEEXETVZNQYRSP-UHFFFAOYSA-N,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1ccccc13)OCO2,aristolochic acid II,1.0,expert_curation,LiverTox A - aristolochic acid nephrotoxic/hepatotoxic; carcinogenic
DSDNAKHZNJAGHN-UHFFFAOYSA-N,C=C(C)C12CC(C)C34OC(Cc5ccccc5)(OC1C3C=C(COC(=O)Cc1ccc(O)c(OC)c1)CC1(O)C(=O)C(C)=CC14)O2,resiniferatoxin,1.0,expert_curation,Ultrapotent TRPV1 - hepatic
QEEBRPGZBVVINN-UHFFFAOYSA-N,CC12CCC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O,bufalin,1.0,expert_curation,Bufadienolide - hepatotoxic
IRSFLDGTOHBADP-UHFFFAOYSA-N,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,embelin,1.0,expert_curation,Hepatic effects
ZXSWTMLNIIZPET-ZOFHRBRSSA-N,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,methylestrenolone,1.0,expert_curation,Anabolic steroid - LiverTox A
NISPVUDLMHQFRQ-UHFFFAOYSA-N,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,cucurbitacin I,0.0,expert_curation,Cucurbitacin
MVLAQMAASMXVFP-UHFFFAOYSA-N,O=CC(Oc1c(O)cc(O)cc1C=Cc1ccc(O)cc1)C(O)C(O)C(O)CO,"2,3,5,4'-tetrahydroxystilbene 2-O-glucopyranoside",,non_drug,IUPAC chemistry name
VXOKDLACQICQFA-UHFFFAOYSA-N,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,desethylamiodarone,1.0,expert_curation,Amiodarone metabolite - LiverTox A steatohepatitis
LLEJIEBFSOEYIV-UHFFFAOYSA-N,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,chelerythrine,1.0,expert_curation,Hepatotoxic alkaloid
RPQXVSUAYFXFJA-UHFFFAOYSA-N,NC(=O)OCC1N=C(N)N2CCC(O)(O)C23NC(N)=NC13,Saxitoxin,1.0,expert_curation,Marine biotoxin - hepatic stress
SUWYPNNPLSRNPS-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(=CCCC(C)=CCO)CO,plaunotol,0.0,expert_curation,Anti-ulcer Japan - LiverTox C
NPNNKDMSXVRADT-UHFFFAOYSA-N,COc1cc(C=CC(=O)NCCc2ccc(O)cc2)ccc1O,feruloyltyramine,1.0,expert_curation,Capsaicin analog - hepatic
SWZMSZQQJRKFBP-UHFFFAOYSA-N,O=C1C=C2C=CC3CC2(O1)C1CCCCN31,securinine,1.0,expert_curation,Securinega alkaloid - hepatic effects in toxicity
DHSUYTOATWAVLW-UHFFFAOYSA-N,CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O,"Cilastatin, Imipenem Drug Combination",1.0,expert_curation,LiverTox C
ILYQAUGSZQOWCA-UHFFFAOYSA-N,NC(CCC(=O)NC(CSc1c(C=CC(=O)O)ccc(O)c1O)C(=O)NCC(=O)O)C(=O)O,2-S-glutathionylcaffeic acid,,non_drug,metabolite
DNAWGBOKUFFVMB-PZIGJSDBSA-N,CC(C)[C@](O)(C(=O)OCC1=CC[N+]2([O-])CC[C@@H](O)[C@@H]12)[C@H](C)O,CHEMBL512655,,non_drug,ChEMBL ID only
GGHMUJBZYLPWFD-UHFFFAOYSA-N,CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,patchouli alcohol,0.0,expert_curation,Patchouli - safe topical
VIKNJXKGJWUCNN-JBKQDOAHSA-N,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,CHEMBL4082273,,non_drug,ChEMBL ID only
IXFPJGBNCFXKPI-UHFFFAOYSA-N,CC=C(C)C(=O)OC1C(C)=C2C(C1OC(=O)CCCCCCC)C(C)(OC(C)=O)CC(OC(=O)CCC)C1(O)C2OC(=O)C1(C)O,Thapsigargin,1.0,expert_curation,Already listed
