inchi_key,canonical_smiles,name,manual_label,source,reason
BJQHLKABXJIVAM-BGYRXZFFSA-N,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@@H](CC)CCCC,CHEMBL402794,,non_drug,ChEMBL ID only
ZNHVWPKMFKADKW-UHFFFAOYSA-N,CCCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O,"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",,non_drug,IUPAC chemistry name
PIDFDZJZLOTZTM-UHFFFAOYSA-N,COC(=O)NC(C(=O)N1CCCC1C(=O)Nc1ccc(C2CCC(c3ccc(NC(=O)C4CCCN4C(=O)C(NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,ombitasvir,1.0,expert_curation,HCV antiviral - LiverTox C (in combination)
CTSPAMFJBXKSOY-UHFFFAOYSA-N,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,ellipticine,1.0,expert_curation,Hepatotoxic anticancer
RIXNFYQZWDGQAE-UHFFFAOYSA-N,CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C(=O)O)CCC23C)C1(C)C,oleanolic acid 3-acetate,0.0,expert_curation,Triterpene - safe
UADPGHINQMWEAG-UHFFFAOYSA-N,O=C(O)C=C1CCCc2ccccc2C1O,NCS 382,,non_drug,GHB receptor research
NCAJWYASAWUEBY-UHFFFAOYSA-N,CCc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3CC,mesoporphyrin IX,0.0,expert_curation,"Porphyrin - safe (research, mostly NaN)"
QIMGSZURBOTPMW-UHFFFAOYSA-N,COc1ccc(-c2ccc(OC)c(=O)cc2)c(OC)c1OC,"2-methoxy-5-(2',3',4'-trimethoxyphenyl)tropone",,non_drug,IUPAC chemistry name
FRMCCTDTYSRUBE-UHFFFAOYSA-N,C=C1CCC2C(C3C1CCC3(C)O)C2(C)C,spathulenol,0.0,expert_curation,Sesquiterpene - safe
MGRVRXRGTBOSHW-UHFFFAOYSA-N,NCP(=O)(O)O,1-aminomethylphosphonic acid,0.0,expert_curation,AMPA glyphosate metabolite - mild hepatic
WTIJXIZOODAMJT-UHFFFAOYSA-N,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(OC7OC(C)(C)C(OC)C(OC(=O)c8ccc(C)[nH]8)C7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C,coumermycin,0.0,expert_curation,Antibiotic - hepatic effects
ZOOGRGPOEVQQDX-UHFFFAOYSA-N,Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,Cyclic GMP,0.0,expert_curation,Endogenous signaling
LSGOTAXPWMCUCK-UHFFFAOYSA-N,O=C1NC(Cc2ccc(O)cc2)C(=O)N2CCCC12,maculosin,,non_drug,Diketopiperazine - safe (microbial)
JMHFFDIMOUKDCZ-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CCSC)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(C)O)C(C)O)C(C)C)C(C)O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O)C(C)CC,beta-Endorphin,,non_drug,endogenous opioid peptide
XOFLBQFBSOEHOG-UHFFFAOYSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(O)(O)=S)C(O)C2O)c(=O)[nH]1,Guanosine 5'-O-(3-Thiotriphosphate),0.0,expert_curation,GTPgS lab
WIONIXOBNMDJFJ-UHFFFAOYSA-N,COc1c2ccccc2nc2occc12,dictamnine,1.0,expert_curation,Dictamnus furoquinoline - LiverTox B (Bai Xian Pi hepatitis reports)
NDBYXKQCPYUOMI-UHFFFAOYSA-N,[Pt+4],tetrachloroplatinate,,non_drug,industrial/lab/non-drug chemical
NETSQGRTUNRXEO-UHFFFAOYSA-N,C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,dehydrocostus lactone,0.0,expert_curation,Costus root - safe at moderate (LiverTox C if 'kushta')
APQPRKLAWCIJEK-UHFFFAOYSA-N,NCCSSCCN,Cystamine,0.0,expert_curation,Cystine derivative - hepatoprotective in HD trials
FODTZLFLDFKIQH-UHFFFAOYSA-N,COc1cc(C=CC(=O)OC2CCC34CC35CCC3(C)C(C(C)CCC=C(C)C)CCC3(C)C5CCC4C2(C)C)ccc1O,gamma-oryzanol,0.0,expert_curation,Rice bran sterol ester - safe supplement
IAYPIBMASNFSPL-UHFFFAOYSA-N,C1CO1,Ethylene Oxide,,non_drug,industrial sterilant carcinogen
AILVBOHFGXNHCC-UHFFFAOYSA-N,NCCCCC(N)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,"kallidin, des-Arg(10)-",,non_drug,kinin peptide
GKJHBAGJUMHZCI-UHFFFAOYSA-N,CC1NC(=O)C(C(C)O)NC(=O)CNC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CC(C(N)=O)NC(=O)CNC(=O)CC(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)NC(=O)C2CCCN2C1=O,RES 701-1,,non_drug,ETB antagonist research
DEXMLDCINRCPNE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NC(CSCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(=O)NC(CO)C(=O)O,"2,3-bis-(palmitoyloxy)-2-propyl-N-palmitoyl-cysteinylserine",,non_drug,IUPAC chemistry name
BQOURLGXLYRASY-UHFFFAOYSA-N,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,AG 127,,non_drug,research
IXQKXEUSCPEQRD-UHFFFAOYSA-N,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,cucurbitacin B,0.0,expert_curation,Bitter principle - somewhat toxic but tolerable
YWQARFYIYSOBIS-UHFFFAOYSA-N,C=CC1=C(C)C2=CC3=NC(=C(CC(=O)O)C4=NC(=C(C)C4=C(O)O)C=c4[nH]c(c(C)c4CC)=CC1=N2)C(CCC(=O)O)C3C,chlorophyllin,,non_drug,industrial/lab/non-drug chemical
KLIDCXVFHGNTTM-UHFFFAOYSA-N,COc1cccc(OC)c1O,"pyrogallol 1,3-dimethyl ether",,non_drug,lab compound
YOVRGSHRZRJTLZ-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)O)=CC21,11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,,non_drug,IUPAC chemistry name
JJQCWPWUHZFKBN-UHFFFAOYSA-N,C=C1C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,"2,6-di-tert-butyl-4-methylene-2,5-cyclohexadienone",,non_drug,IUPAC chemistry name
XVMZDZFTCKLZTF-UHFFFAOYSA-N,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(OC)cccc3nc2-1,9-methoxycamptothecin,1.0,expert_curation,Camptothecin analog - hepatotoxic
GHKISGDRQRSCII-UHFFFAOYSA-N,CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,chelidonine,1.0,expert_curation,Greater celandine alkaloid - LiverTox B documented hepatitis
AKNILCMFRRDTEY-UHFFFAOYSA-N,COc1cc(C(=O)OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)ccc1O,picroside II,0.0,expert_curation,Iridoid - safe at moderate doses
