inchi_key,canonical_smiles,name,manual_label,source,reason
VGGGPCQERPFHOB-RDBSUJKOSA-N,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,ubenimex,1.0,expert_curation,Hepatic enzyme elevation reports
AAGFPTSOPGCENQ-UHFFFAOYSA-N,O=C1C=CCC2C3CCCN4CCCC(CN12)C34,sophocarpine,1.0,expert_curation,Sophora alkaloid - hepatotoxicity case reports
INRQTVDUZFESAO-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1,"3-(3,4-difluorophenyl)-4-(4-(methylsulfonyl)phenyl)-2(5H)-furanone",,non_drug,IUPAC chemistry name
YECLJVFSJHLBMZ-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,phorbolol myristate acetate,,non_drug,industrial/lab/non-drug chemical
DDNCQMVWWZOMLN-UHFFFAOYSA-N,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,vinpocetine,1.0,expert_curation,Supplement - hepatotoxicity case reports
AIGAZQPHXLWMOJ-UHFFFAOYSA-N,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,tanshinone,,non_drug,Salvia - reports of hepatic effects mixed
KWTSZCJMWHGPOS-UHFFFAOYSA-M,C[Sn](C)(C)Cl,trimethyltin chloride,,non_drug,industrial/lab/non-drug chemical
BKIACVAZUKISOR-UHFFFAOYSA-N,CC(C)=CC(O)CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,notopterol,0.0,expert_curation,Notopterygium coumarin - safe at dietary doses
BYSGBSNPRWKUQH-UHFFFAOYSA-N,OCC1OC(OCC2OC(OC3C(CO)OC(O)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Glycogen,,non_drug,industrial/lab/non-drug chemical
KBAFPSLPKGSANY-VXKWHMMOSA-N,CCN(CC)CCOC(=O)[C@@H](Cc1cccc2ccccc12)C[C@@H]1CCCO1,CHEMBL1443491,,non_drug,ChEMBL ID only
XKMLYUALXHKNFT-UHFFFAOYSA-N,Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,Guanosine Triphosphate,,non_drug,industrial/lab/non-drug chemical
XFZJEEAOWLFHDH-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,procyanidin B1,,non_drug,industrial/lab/non-drug chemical
VBTQNRFWXBXZQR-UHFFFAOYSA-N,CC(=O)NBr,N-bromoacetamide,,non_drug,industrial/lab/non-drug chemical
UMUPQWIGCOZEOY-JOCHJYFZSA-N,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,CHEMBL13817,,non_drug,ChEMBL ID only
GODLCSLPZIBRMG-UHFFFAOYSA-N,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2)c(O)c1,CHEMBL1484978,,non_drug,ChEMBL ID only
RUTGHCUXABPJTJ-UHFFFAOYSA-N,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1C1CC(O)C(O)C(C)O1,aciculatin,0.0,expert_curation,Chrysopogon flavonoid - safe at moderate doses
VDIFKDMFGPIVCQ-UHFFFAOYSA-N,CC(C)(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,tert-butylphenyl diphenyl phosphate,,non_drug,industrial/lab/non-drug chemical
MTKNDAQYHASLID-QXYWQCSFSA-N,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,CHEMBL1697724,,non_drug,ChEMBL ID only
JUSMHIGDXPKSID-UHFFFAOYSA-N,OCC1OC(S)C(O)C(O)C1O,Aurothioglucose,1.0,expert_curation,Gold compound - LiverTox A hepatic injury
GEHJIACZUFWBTK-UHFFFAOYSA-N,O=S(=O)(c1cccc2c(I)cccc12)N1CCCNCC1,ML 7,,non_drug,research compound MLCK inhibitor
YSKVBPGQYRAUQO-UHFFFAOYSA-N,CCC(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C,stigmast-7-enol,,non_drug,industrial/lab/non-drug chemical
