inchi_key,canonical_smiles,name,manual_label,source,reason
TYNQWWGVEGFKRU-UHFFFAOYSA-N,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,alpha-chaconine,0.0,expert_curation,Potato alkaloid
VCUVETGKTILCLC-UHFFFAOYSA-N,CC1(C)CCC=[N+]1[O-],"5,5-dimethyl-1-pyrroline-1-oxide",,non_drug,IUPAC chemistry name
DWTTZBARDOXEAM-UHFFFAOYSA-N,CC1CCCC(O)CCCCCc2cc(O)cc(O)c2C(=O)O1,Zeranol,1.0,expert_curation,Estrogenic anabolic - hepatic effects
MGLDCXPLYOWQRP-UHFFFAOYSA-N,CCCCCC#CCC#CCC#CCC#CCCCC(=O)O,"5,8,11,14-Eicosatetraynoic Acid",,non_drug,IUPAC chemistry name
QRMZSPFSDQBLIX-UHFFFAOYSA-N,COc1cc(CC(=O)O)ccc1O,Homovanillic Acid,0.0,expert_curation,DA metabolite
UBVHBTLDPUYTDO-UHFFFAOYSA-N,O=C1CCC2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1C2C1OC1C3=O,altertoxin II,1.0,expert_curation,Alternaria mycotoxin - hepatotoxic
KIAKLFLISZCITK-UHFFFAOYSA-N,CC1(C)C(O)CCC2(C)C1CCC1(C)C2C=CC2=C(O)C(=O)C(=O)C21C,palbinone,,non_drug,Paeonia - hepatic effects (mild)
FOANIXZHAMJWOI-UHFFFAOYSA-N,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,"isopropyl 4,4'-dibromobenzilate",1.0,expert_curation,Acaricide - hepatic
LKXMXUPYWQQHNY-UHFFFAOYSA-N,COC(=O)C1=COC(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C2C(COC(C)=O)=CCC12,pentaacetyl geniposide,0.0,expert_curation,Listed
FQELZLMTAPJJOL-UHFFFAOYSA-N,COc1cc2oc(=O)c(C)c(C)c2cc1OCCCN1CCN(c2ccccc2OC)CC1,CHEMBL1963107,,non_drug,ChEMBL ID only
ARPYQKTVRGFPIS-VIFPVBQESA-N,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,flunoxaprofen,1.0,expert_curation,NSAID withdrawn - hepatotoxicity
XASBSYHEEHVCSJ-UHFFFAOYSA-N,CNCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,CHEMBL24329,,non_drug,ChEMBL ID only
TZMFJUDUGYTVRY-UHFFFAOYSA-N,CCC(=O)C(C)=O,"2,3-pentanedione",0.0,expert_curation,Industrial flavor - hepatic effects in inhalation
FLOSMHQXBMRNHR-QPJJXVBHSA-N,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,CHEMBL19,,non_drug,ChEMBL ID only
KBEZZLAAKIIPFK-UHFFFAOYSA-N,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,dimemorfan,1.0,expert_curation,Listed
ZSKVGTPCRGIANV-UHFFFAOYSA-N,CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12,Imipenem,1.0,expert_curation,LiverTox C - hepatic injury reports
XFFOMNJIDRDDLQ-UHFFFAOYSA-N,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,morusin,1.0,expert_curation,Morus - hepatic effects
RVPVRDXYQKGNMQ-UHFFFAOYSA-N,[Pb+2],lead chromate,,non_drug,industrial pigment
FBTUMDXHSRTGRV-ALTNURHMSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,CHEMBL1697854,,non_drug,ChEMBL ID only
PDHSAQOQVUXZGQ-JKSUJKDBSA-N,CO[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1,CHEMBL2106853,,non_drug,ChEMBL ID only
DIIFUCUPDHMNIV-UHFFFAOYSA-N,Cc1c2ccccc2cc2c1ccc1ccccc12,7-methylbenzanthracene,,non_drug,PAH carcinogen
KUTVNHOAKHJJFL-UHFFFAOYSA-N,Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc3c2C(c2cc(O)cc5c2C4C(c2ccc(O)cc2)O5)C(c2ccc(O)cc2)O3)cc1,alpha-viniferin,0.0,expert_curation,Listed safe
GFNANZIMVAIWHM-UHFFFAOYSA-N,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,Triamcinolone,1.0,expert_curation,Corticosteroid - LiverTox B with prolonged use
LPIARALSGDVZEP-UHFFFAOYSA-N,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C)C(=O)NC(C=O)CC(=O)O)C(C)C,L 709049,,non_drug,research
WYEPBHZLDUPIOD-UHFFFAOYSA-N,CC(=O)CC(=O)CCC(=O)O,succinylacetone,,non_drug,tyrosinemia biomarker
QYSXJUFSXHHAJI-UHFFFAOYSA-N,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,Cholecalciferol,1.0,expert_curation,Vitamin D - LiverTox C high dose
BLYXNIHKOMELAP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,"1,8-dinitropyrene",,non_drug,PAH carcinogen
RMKCQUWJDRTEHE-UHFFFAOYSA-N,C=CCSSSSCC=C,diallyl tetrasulfide,0.0,expert_curation,Listed safe
FPVKHBSQESCIEP-JQCXWYLXSA-N,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,CHEMBL1580,,non_drug,ChEMBL ID only
RVIUMPLAOXSSGN-UHFFFAOYSA-N,CC(C)CN(C)c1nc(N)c(C(=O)N=C(N)N)nc1Cl,5-(N-methyl-N-isobutyl)amiloride,,non_drug,IUPAC chemistry name
KZNJSFHJUQDYHE-UHFFFAOYSA-N,Cc1cccc2cc3ccccc3cc12,1-methylanthracene,,non_drug,PAH
ZESRJSPZRDMNHY-UHFFFAOYSA-N,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,Desoxycorticosterone,,non_drug,DOC endogenous
FBSKJMQYURKNSU-UHFFFAOYSA-N,CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(CO)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,acteoside,0.0,expert_curation,Verbascoside polyphenol - safe at moderate doses
BQVCCPGCDUSGOE-UHFFFAOYSA-N,O=[As]c1ccccc1,oxophenylarsine,,non_drug,arsenoxide research compound
XWYBFXIUISNTQG-VKMGZQQJSA-N,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@H]1[C@@H]3CC[C@H](C(=O)CO)[C@@]3(C)CC(=O)[C@@H]12,CHEMBL3137670,,non_drug,ChEMBL ID only
YGJTUEISKATQSM-UHFFFAOYSA-N,CCCCCC(=O)C=CC=CCC=CCC=CCCCC(=O)O,"15-keto-5,8,11,13-eicosatetraenoic acid",,non_drug,IUPAC chemistry name
RODXRVNMMDRFIK-UHFFFAOYSA-N,COc1cc2ccc(=O)oc2cc1O,Scopoletin,0.0,expert_curation,Listed
HMFDVPSBWOHOAP-UHFFFAOYSA-N,CCSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,S-ethyl glutathione,,non_drug,lab compound
LPPJGTSPIBSYQO-UHFFFAOYSA-N,CC(=O)NC(CSC(Cl)=CCl)C(=O)O,"S-1,2-dichlorovinyl-N-acetylcysteine",,non_drug,IUPAC chemistry name
DRRWBCNQOKKKOL-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,eupatilin,1.0,expert_curation,"Polymethoxyflavone - safe at dietary, mark 0"
HWXMVNJHAQBMGN-UHFFFAOYSA-N,Nc1c2c(nc3ccccc13)CCC(C(=O)NCCc1ccccc1)C2,CHEMBL4218238,,non_drug,ChEMBL ID only
FVYXIJYOAGAUQK-UHFFFAOYSA-N,C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,honokiol,0.0,expert_curation,Magnolia - generally safe (cancer prevention research)
OUMWCYMRLMEZJH-UHFFFAOYSA-N,CC1=CC(C)CC=CC2C3OC3(C)C(C)C3C(Cc4c[nH]c5ccccc45)NC(=O)C23C(=O)C=CC(=O)C1O,chaetoglobosins,1.0,expert_curation,Mycotoxin - hepatic effects
